issue_id,severity,category,rule_id,tool,language,file,line,column,end_line,end_column,message,evidence,suggestion,confidence,target
f116e1633f8aed8e967c2cee6079d32a90456f79,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/IntegrationCard.tsx,8,3,,,'Paper' is defined but never used.,eslint,,MEDIUM,prod
545fea4ad24ef9bbc108bc5453db7bcd580d0605,MAJOR,maintainability,react/prop-types,eslint,TypeScript,frontend/src/components/KPIBar.tsx,25,53,,,'metrics' is missing in props validation,eslint,,MEDIUM,prod
98419fb82b61d9ffa8ea37e73fab7e41afd168f6,MAJOR,maintainability,react/prop-types,eslint,TypeScript,frontend/src/components/KPIBar.tsx,71,18,,,'metrics.map' is missing in props validation,eslint,,MEDIUM,prod
beed5df51b4f3f9ec0399e6b62b25f5aa6354100,BLOCKER,build,TS2339,tsc,TypeScript,frontend/src/components/OnboardingWizard.tsx,152,24,,,Property 'env' does not exist on type 'ImportMeta'.,parse/typecheck error,,HIGH,prod
411856db5cabc53ad1eeaaefad697e56097a8a01,BLOCKER,build,TS2339,tsc,TypeScript,frontend/src/components/OnboardingWizard.tsx,165,59,,,Property 'env' does not exist on type 'ImportMeta'.,parse/typecheck error,,HIGH,prod
108c41e947a2c301482496578363168d54643a25,BLOCKER,build,TS2339,tsc,TypeScript,frontend/src/components/OnboardingWizard.tsx,195,51,,,Property 'env' does not exist on type 'ImportMeta'.,parse/typecheck error,,HIGH,prod
730ad758390e2de15462d68145ce46d0c1077226,MAJOR,maintainability,react/no-unescaped-entities,eslint,TypeScript,frontend/src/components/OnboardingWizard.tsx,256,19,,,"`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`.",eslint,,MEDIUM,prod
85b7d67d1a9e78b87f143c20ceb334f32404e6da,MAJOR,maintainability,react/no-unescaped-entities,eslint,TypeScript,frontend/src/components/OnboardingWizard.tsx,544,21,,,"`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`.",eslint,,MEDIUM,prod
1a73358359b243234ed9cbbb422d3b8fdb0dd203,MAJOR,maintainability,react/prop-types,eslint,TypeScript,frontend/src/components/PageViewTracker.tsx,8,76,,,'children' is missing in props validation,eslint,,MEDIUM,prod
713faf669382e11ca311730a566b8a49ddb7796a,MAJOR,maintainability,no-undef,eslint,TypeScript,frontend/src/components/PageViewTracker.tsx,8,31,,,'React' is not defined.,eslint,,MEDIUM,prod
0cc9d8311e8b5dba5c5ee694b57cb072d0701dd5,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/QuickSetupPanel.tsx,21,17,,,'ExpandMoreIcon' is defined but never used.,eslint,,MEDIUM,prod
64a4a81cdaae2678c5ecd4fb59120fbe3f0f1681,MAJOR,maintainability,react/no-unescaped-entities,eslint,TypeScript,frontend/src/components/QuickSetupPanel.tsx,219,88,,,"`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`.",eslint,,MEDIUM,prod
b8e12de566a9942b48da543119d1297d47bdcd07,MAJOR,maintainability,react/no-unescaped-entities,eslint,TypeScript,frontend/src/components/QuickSetupPanel.tsx,220,36,,,"`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`.",eslint,,MEDIUM,prod
ee99b384f91bc42ae8e6517aeecd9b2faf606c6c,BLOCKER,build,TS2305,tsc,TypeScript,frontend/src/components/RepositoryStatus/RepositorySyncButton.tsx,16,3,,,"Module '""@mui/icons-material""' has no exported member 'PullRequest'.",parse/typecheck error,,HIGH,prod
7273ce8bbefc669960c3c72156e99550ab04413b,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/RepositoryStatus/RepositorySyncButton.tsx,35,3,,,'repositoryId' is defined but never used.,eslint,,MEDIUM,prod
5ec18c58c6174d2c48b1d6cf816891c4454ce641,BLOCKER,build,TS2345,tsc,TypeScript,frontend/src/components/SuggestedLinksPanel.tsx,121,32,,,Argument of type '{ projectId: number | undefined; }' is not assignable to parameter of type 'number'.,parse/typecheck error,,HIGH,prod
4209838a7999e37b451b9f56f3eaa3595b8a237f,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/SuggestedLinksPanel.tsx,140,13,,,'result' is assigned a value but never used.,eslint,,MEDIUM,prod
a9c147fcee168ec41c29f51f2257e6ab72b73536,BLOCKER,build,TS2554,tsc,TypeScript,frontend/src/components/SuggestedLinksPanel.tsx,156,48,,,"Expected 1 arguments, but got 2.",parse/typecheck error,,HIGH,prod
e485a9eb54d497967988167cccc24eaf50d435f0,BLOCKER,build,TS2554,tsc,TypeScript,frontend/src/components/SuggestedLinksPanel.tsx,166,47,,,"Expected 1 arguments, but got 2.",parse/typecheck error,,HIGH,prod
e5739c6fb5f27d9b6321510516924cefd48237d0,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/SuggestedLinksPanel.tsx,39,17,,,'FilterIcon' is defined but never used.,eslint,,MEDIUM,prod
267fd7fe078d98b2f5a99531a77b8301218a6470,MAJOR,maintainability,react/no-unescaped-entities,eslint,TypeScript,frontend/src/components/SuggestedLinksPanel.tsx,406,49,,,"`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`.",eslint,,MEDIUM,prod
37c2f891845e7e8759b551754af67c41eaf287c8,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/VelocityChart.tsx,10,3,,,'Tooltip' is defined but never used.,eslint,,MEDIUM,prod
74fe9b5577271d668428355fa3e4b1d8a9d9675b,MAJOR,maintainability,@typescript-eslint/no-explicit-any,eslint,TypeScript,frontend/src/components/VelocityChart.tsx,105,22,,,Unexpected any. Specify a different type.,eslint,,MEDIUM,prod
f909c59d5635f9218d403cfa050f988318407798,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/VelocityChart.tsx,11,3,,,'Legend' is defined but never used.,eslint,,MEDIUM,prod
799c0cade5b29c000f80143b5bd9d64e2bbf8fa4,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/VelocityChart.tsx,5,3,,,'CategoryScale' is defined but never used.,eslint,,MEDIUM,prod
d3844c4445a99c011ecffbe7436469e8824309a8,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/VelocityChart.tsx,6,3,,,'LinearScale' is defined but never used.,eslint,,MEDIUM,prod
b7dd0141d4dfdafb4a9d6aef90e75d71a4ce2920,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/VelocityChart.tsx,7,3,,,'PointElement' is defined but never used.,eslint,,MEDIUM,prod
1fa375c5b2ff77d5a56b9f7ae508dabbff8a19e6,MAJOR,maintainability,@typescript-eslint/no-explicit-any,eslint,TypeScript,frontend/src/components/VelocityChart.tsx,73,19,,,Unexpected any. Specify a different type.,eslint,,MEDIUM,prod
097fe76551f90be8f68e9c8374cd446dbf763c03,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/VelocityChart.tsx,8,3,,,'LineElement' is defined but never used.,eslint,,MEDIUM,prod
453bcad6823d43debd1b54d0528ed091ddb78a35,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/VelocityChart.tsx,9,3,,,'Title' is defined but never used.,eslint,,MEDIUM,prod
183db95d0677cd9bf236cff26816372dd7385c3a,MAJOR,maintainability,@typescript-eslint/no-explicit-any,eslint,TypeScript,frontend/src/components/capacity/CFDVisualization.tsx,131,30,,,Unexpected any. Specify a different type.,eslint,,MEDIUM,prod
ca4f84632f23316fe287f9a4d57edc793162d26d,BLOCKER,build,TS2353,tsc,TypeScript,frontend/src/components/capacity/CFDVisualization.tsx,154,43,,,"Object literal may only specify known properties, and 'limit' does not exist in type '{ sprintId?: number | undefined; startDate?: string | undefined; endDate?: string | undefined; }'.",parse/typecheck error,,HIGH,prod
b506fd713b72ddbb473d8afaa2257ca1e19dd499,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/capacity/CapacitySettingsPanel.tsx,104,7,,,'UtilizationBar' is assigned a value but never used.,eslint,,MEDIUM,prod
313abfebbc0c3c3114643cc6cf56ca16b05401a8,BLOCKER,build,TS2322,tsc,TypeScript,frontend/src/components/capacity/CapacitySettingsPanel.tsx,113,9,,,"Type 'CapacityColor' is not assignable to type 'OverridableStringUnion<""error"" | ""warning"" | ""success"" | ""inherit"" | ""primary"" | ""secondary"" | ""info"", LinearProgressPropsColorOverrides> | undefined'.",parse/typecheck error,,HIGH,prod
c914872ef7fc83688116ebe58728d151597af215,BLOCKER,build,TS2353,tsc,TypeScript,frontend/src/components/capacity/CapacitySettingsPanel.tsx,152,57,,,"Object literal may only specify known properties, and 'sprintWeeks' does not exist in type '{ sprintId?: number | undefined; asOfDate?: string | undefined; }'.",parse/typecheck error,,HIGH,prod
ec192456bc5d08e1ed91ff03af2465905f0ca651,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/capacity/CapacitySettingsPanel.tsx,54,3,,,'useCapacityValue' is defined but never used.,eslint,,MEDIUM,prod
c34ee7b60261a5bc7ab296b883a4dc2aaf307891,BLOCKER,build,TS2769,tsc,TypeScript,frontend/src/components/capacity/CapacitySettingsPanel.tsx,93,9,,,No overload matches this call.,parse/typecheck error,,HIGH,prod
30943c4b45d325ca62305c9969606c1d64dc9c21,MAJOR,maintainability,@typescript-eslint/no-explicit-any,eslint,TypeScript,frontend/src/components/capacity/TeamHealthDashboard.tsx,154,30,,,Unexpected any. Specify a different type.,eslint,,MEDIUM,prod
5e3465808d721269cfd5564f9685c01ec5e8ea07,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/capacity/TeamHealthDashboard.tsx,196,10,,,'recentChecks' is assigned a value but never used.,eslint,,MEDIUM,prod
4fea297abdae5430c981a94a988cebb62fb00c5c,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/capacity/TeamHealthDashboard.tsx,21,3,,,'Tooltip' is defined but never used.,eslint,,MEDIUM,prod
3d24738a014cc0a479c185e079d7a9b8f096f94d,BLOCKER,build,TS2345,tsc,TypeScript,frontend/src/components/capacity/TeamHealthDashboard.tsx,217,37,,,Argument of type '{ limit: number; }' is not assignable to parameter of type 'number'.,parse/typecheck error,,HIGH,prod
c6745ad4cae1125f447a3a58cc673050c4ef32d6,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/capacity/TeamHealthDashboard.tsx,37,3,,,'HealthTrend' is defined but never used.,eslint,,MEDIUM,prod
ba0f5c0a5413b91e824be5eaa530f032b89531d5,MAJOR,maintainability,@typescript-eslint/no-explicit-any,eslint,TypeScript,frontend/src/components/capacity/TeamHealthDashboard.tsx,391,37,,,Unexpected any. Specify a different type.,eslint,,MEDIUM,prod
a0dc0e7d85c12a2c10a60dcffc0d14019965306a,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/quality/QualityDashboard.tsx,13,3,,,'LinearProgress' is defined but never used.,eslint,,MEDIUM,prod
b1cbab8ecbe56c195875df5c87b48ae3d1a90fa4,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/quality/QualityDashboard.tsx,15,3,,,'Tooltip' is defined but never used.,eslint,,MEDIUM,prod
499676303d00d251e2702b6b0db9e2a81c4c7a81,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/quality/QualityDashboard.tsx,16,3,,,'IconButton' is defined but never used.,eslint,,MEDIUM,prod
4c246997e8636541802718633be834503ea4cef2,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/quality/QualityDashboard.tsx,34,13,,,'ShieldIcon' is defined but never used.,eslint,,MEDIUM,prod
c4d9c9c429b2bfa148dd0f8e25ca4b7802f97145,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/quality/QualityDashboard.tsx,38,18,,,'CheckCircleIcon' is defined but never used.,eslint,,MEDIUM,prod
318524b2b7d5ab8a1f0e8b11baa2a59f6a2fb30f,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/quality/QualityDashboard.tsx,39,12,,,'ErrorIcon' is defined but never used.,eslint,,MEDIUM,prod
eb83a709738f4d201e393c8023f6ad0f06b4b738,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/quality/QualityReportPanel.tsx,29,3,,,'Tooltip' is defined but never used.,eslint,,MEDIUM,prod
85bcfc55ac3ba9b0c6b6110230341ed5c68d01c2,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/quality/QualityReportPanel.tsx,41,12,,,'ErrorIcon' is defined but never used.,eslint,,MEDIUM,prod
f3d1483308ea4e0aa55e689f5e9d5b0cdcd71bf9,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/quality/QualityReportPanel.tsx,42,11,,,'InfoIcon' is defined but never used.,eslint,,MEDIUM,prod
3112072ebf9cb30f1c26842fe2104a76efa17fff,MAJOR,maintainability,react/no-unescaped-entities,eslint,TypeScript,frontend/src/components/quality/QualityReportPanel.tsx,433,59,,,"`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`.",eslint,,MEDIUM,prod
e6ac4381e25bd88c18179ff2523a99bee91caa5d,MAJOR,maintainability,react/no-unescaped-entities,eslint,TypeScript,frontend/src/components/security/MFASettings.tsx,243,16,,,"`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`.",eslint,,MEDIUM,prod
fdd7407ff2f4e8886b384005f502816fdab8504e,MAJOR,maintainability,react/no-unescaped-entities,eslint,TypeScript,frontend/src/components/security/MFASettings.tsx,288,16,,,"`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`.",eslint,,MEDIUM,prod
1fb6a9b587e808482e0ac26bb776e301e59a4e9e,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/security/MFASettings.tsx,40,14,,,'WarningIcon' is defined but never used.,eslint,,MEDIUM,prod
5c38eee5da0aeda98e53954edb16681f6ba8a1fe,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/security/MFASettings.tsx,92,14,,,'err' is defined but never used.,eslint,,MEDIUM,prod
1daf1eaa658d1b2c673dbd99ce2ec81a9956613f,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/testing/TestAnalyticsDashboard.tsx,37,26,,,'Bar' is defined but never used.,eslint,,MEDIUM,prod
8d7d9dc256d15ea7217eb8433e9c52de237771ea,MAJOR,maintainability,@typescript-eslint/no-explicit-any,eslint,TypeScript,frontend/src/components/traceability/DataConsistencyPanel.tsx,242,12,,,Unexpected any. Specify a different type.,eslint,,MEDIUM,prod
63f0b0b7d00431a4d6555a80a90612d29264cbef,MAJOR,maintainability,@typescript-eslint/no-explicit-any,eslint,TypeScript,frontend/src/components/traceability/DataConsistencyPanel.tsx,243,24,,,Unexpected any. Specify a different type.,eslint,,MEDIUM,prod
43073c14ac5c0535e64d2a8d37202d56eb4760f7,MAJOR,maintainability,@typescript-eslint/no-explicit-any,eslint,TypeScript,frontend/src/components/traceability/DataConsistencyPanel.tsx,292,34,,,Unexpected any. Specify a different type.,eslint,,MEDIUM,prod
397d399db9702a73041e3af3b3788e06c208ca26,MAJOR,maintainability,@typescript-eslint/no-explicit-any,eslint,TypeScript,frontend/src/components/traceability/DataConsistencyPanel.tsx,320,33,,,Unexpected any. Specify a different type.,eslint,,MEDIUM,prod
2d1a1cc5d7e6941be9982ce1cda6feddd81bcd1b,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/traceability/DataConsistencyPanel.tsx,33,3,,,'Divider' is defined but never used.,eslint,,MEDIUM,prod
407a065889864401907c5b56588cf716b97290aa,MAJOR,maintainability,@typescript-eslint/no-explicit-any,eslint,TypeScript,frontend/src/components/traceability/DataConsistencyPanel.tsx,348,37,,,Unexpected any. Specify a different type.,eslint,,MEDIUM,prod
be1508e3564547a93ee7385aae2156c25a69a820,MAJOR,maintainability,@typescript-eslint/no-explicit-any,eslint,TypeScript,frontend/src/components/traceability/DataConsistencyPanel.tsx,367,37,,,Unexpected any. Specify a different type.,eslint,,MEDIUM,prod
24b8e6cb4c8f71437b4e96f3269d8d1e20c5b0f5,MAJOR,maintainability,@typescript-eslint/no-explicit-any,eslint,TypeScript,frontend/src/components/traceability/DataConsistencyPanel.tsx,382,33,,,Unexpected any. Specify a different type.,eslint,,MEDIUM,prod
43fad180eab45044c5e4c076aa8f4eedc064e9fb,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/traceability/DataConsistencyPanel.tsx,41,3,,,'Refresh' is defined but never used.,eslint,,MEDIUM,prod
92da60de7b07c86e276d5a1bee7b4b74daf3cd71,MAJOR,maintainability,@typescript-eslint/no-explicit-any,eslint,TypeScript,frontend/src/components/traceability/DataConsistencyPanel.tsx,420,58,,,Unexpected any. Specify a different type.,eslint,,MEDIUM,prod
0e88f8b819adba9592891a6ede0aad2c9e14dfa7,MAJOR,maintainability,react/no-unescaped-entities,eslint,TypeScript,frontend/src/components/traceability/DataConsistencyPanel.tsx,690,19,,,"`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`.",eslint,,MEDIUM,prod
b472d1787e53cd2a66e87c5984c00ec0d0941edd,MAJOR,maintainability,react/no-unescaped-entities,eslint,TypeScript,frontend/src/components/traceability/DataConsistencyPanel.tsx,702,15,,,"`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`.",eslint,,MEDIUM,prod
7f5678638a5853cff88e4fd84a6aa41dbc351253,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/traceability/ImpactAnalysisPanel.tsx,28,3,,,'Info' is defined but never used.,eslint,,MEDIUM,prod
9528185d1173fb231cb408120c3d4d64098f8ad7,MAJOR,maintainability,react/no-unescaped-entities,eslint,TypeScript,frontend/src/components/traceability/ImpactAnalysisPanel.tsx,312,17,,,"`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`.",eslint,,MEDIUM,prod
7d459737bfcc754db20f2c01e91e0e12aa1bf8aa,MAJOR,maintainability,react/no-unescaped-entities,eslint,TypeScript,frontend/src/components/traceability/ImportExportDialog.tsx,184,21,,,"`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`.",eslint,,MEDIUM,prod
4f887f017f7c08ac6bbb693df30dac54fc88d295,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/traceability/OrphanedArtifactsPanel.tsx,29,3,,,'OpenInNew' is defined but never used.,eslint,,MEDIUM,prod
ce9dd681b7586dbd7b43321e06ae6e3f30af7270,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/traceability/OrphanedArtifactsPanel.tsx,36,3,,,'OrphanedArtifact' is defined but never used.,eslint,,MEDIUM,prod
17f0fe55008689dc70841bdb8cd4d62ff2c1957b,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/traceability/OrphanedArtifactsPanel.tsx,6,3,,,'CircularProgress' is defined but never used.,eslint,,MEDIUM,prod
269fefd786ad53b117658a73ef4263dee694eadc,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/traceability/OrphanedArtifactsPanel.tsx,97,9,,,'coveragePercent' is assigned a value but never used.,eslint,,MEDIUM,prod
3fc430a980450ac9e0918560798a17f4bb91fbf2,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/traceability/SyncHealthDashboard.tsx,33,3,,,'Sync' is defined but never used.,eslint,,MEDIUM,prod
b1c9daad586991779d93635499e0282ffb84073a,MAJOR,maintainability,@typescript-eslint/no-explicit-any,eslint,TypeScript,frontend/src/components/traceability/Toolbox.tsx,147,76,,,Unexpected any. Specify a different type.,eslint,,MEDIUM,prod
f5030ca9e5b37a8a1832aa407c989a102c9eb394,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/traceability/Toolbox.tsx,21,16,,,'AddIcon' is defined but never used.,eslint,,MEDIUM,prod
f79e084bad3026a47524be0d05172bc35657835e,MAJOR,maintainability,@typescript-eslint/no-explicit-any,eslint,TypeScript,frontend/src/components/traceability/Toolbox.tsx,37,16,,,Unexpected any. Specify a different type.,eslint,,MEDIUM,prod
be202f17c2dd1c3d53cc3de9c270f14b0ac3de10,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/traceability/TraceabilityGraph.tsx,25,3,,,'Info' is defined but never used.,eslint,,MEDIUM,prod
fbe5b8088ea0c06b22afab9af7c5b133baf68a1c,MAJOR,maintainability,@typescript-eslint/no-unused-vars,eslint,TypeScript,frontend/src/components/traceability/TraceabilityGraph.tsx,31,3,,,'FullChainEdge' is defined but never used.,eslint,,MEDIUM,prod
