error_id,language,file,line,stage,message,tool,confidence,target,rule_id,column
bcfc41ce3bc5a56e1082c668c4928951cceb5dc0,TypeScript,frontend/src/pages/__tests__/Traceability.test.tsx,88,typecheck,Property 'mockResolvedValue' does not exist on type '(opts?: { search?: string | undefined; page?: number | undefined; per_page?: number | undefined; } | undefined) => Promise<GitlabProjectsResponse>'.,tsc,HIGH,test,TS2339,24
bcded9367bf76847fcadde90134732c9576390e0,TypeScript,frontend/src/pages/__tests__/Traceability.test.tsx,90,typecheck,"Property 'mockResolvedValue' does not exist on type '(artifactId: number, opts?: { depth?: number | undefined; timeoutMs?: number | undefined; } | undefined) => Promise<TraceabilityRequirementFlow>'.",tsc,HIGH,test,TS2339,36
aa07a4e060c60c18a26cc1a989d72896a7e010fa,TypeScript,frontend/src/store/dataThunks.ts,125,typecheck,"Argument of type 'import(""/Users/kkitanin/Documents/MyApps/po_copilot/po_helper/frontend/src/services/api/sprints"").Sprint[]' is not assignable to parameter of type 'Sprint[]'.",tsc,HIGH,prod,TS2345,25
6155c80a166767df59b112dab92cc065df538d5d,TypeScript,frontend/src/store/dataThunks.ts,46,typecheck,"Expected 1 arguments, but got 2.",tsc,HIGH,prod,TS2554,48
12c7d8bcc676a8cd0f39060bf60aed7580caf68f,TypeScript,frontend/src/store/dataThunks.ts,97,typecheck,Type 'TaskItem[]' is not assignable to type 'Task[]'.,tsc,HIGH,prod,TS2322,25
4e907f6ff60212198befbca7b45c4cd5e0f61d90,TypeScript,frontend/src/utils/apiOptimization.ts,236,typecheck,"Type 'Map<TKey, { resolve: (result: TResult) => void; reject: (error: Error) => void; }[]>' can only be iterated through when using the '--downlevelIteration' flag or with a '--target' of 'es2015' or higher.",tsc,HIGH,prod,TS2802,38
102cdbb495bbaef109df3d0f5d212dfd7b77357e,TypeScript,frontend/src/utils/apiOptimization.ts,239,typecheck,Parameter 'cb' implicitly has an 'any' type.,tsc,HIGH,prod,TS7006,29
ce8b77530aa8921b1068dffc78d406cbee79ecb3,TypeScript,frontend/src/utils/apiOptimization.ts,241,typecheck,Parameter 'cb' implicitly has an 'any' type.,tsc,HIGH,prod,TS7006,29
69f1c2dace5e0c3585fdbb0caae80f7e0035c885,TypeScript,frontend/src/utils/apiOptimization.ts,247,typecheck,Type 'MapIterator<{ resolve: (result: TResult) => void; reject: (error: Error) => void; }[]>' can only be iterated through when using the '--downlevelIteration' flag or with a '--target' of 'es2015' or higher.,tsc,HIGH,prod,TS2802,31
50d7f8e17d28155202371b734147c33f13966198,TypeScript,frontend/src/utils/apiOptimization.ts,248,typecheck,Parameter 'cb' implicitly has an 'any' type.,tsc,HIGH,prod,TS7006,27
11845257a346c2a58de0363290bb202402ae7434,TypeScript,frontend/src/utils/apiOptimization.ts,415,typecheck,Type 'MapIterator<string>' can only be iterated through when using the '--downlevelIteration' flag or with a '--target' of 'es2015' or higher.,tsc,HIGH,prod,TS2802,23
d279b91d819cc59e4f0a5a1fb05ab33e2a4fc431,TypeScript,frontend/src/utils/apiOptimization.ts,580,typecheck,"Type 'AnalyticsData' does not satisfy the constraint 'Record<string, unknown>'.",tsc,HIGH,prod,TS2344,31
a3f25404afdf1e1badc61c0a94e7407fc59e319f,TypeScript,frontend/src/utils/backendHealth.ts,43,typecheck,No overload matches this call.,tsc,HIGH,prod,TS2769,21
36ea53847c04e0774bdf235250da3ad595b14c64,TypeScript,frontend/src/utils/env.ts,1,typecheck,Property 'env' does not exist on type 'ImportMeta'.,tsc,HIGH,prod,TS2339,26
4dce7a5bb152440e6b812845612eb0cc1e0bc184,TypeScript,frontend/src/utils/env.ts,7,typecheck,Property 'env' does not exist on type 'ImportMeta'.,tsc,HIGH,prod,TS2339,39
56d9af4ecf30de1e4baf6a7426b240da4022a2ec,TypeScript,frontend/src/utils/logout.ts,187,typecheck,Variable 'PRESERVED_KEYS' implicitly has an 'any[]' type.,tsc,HIGH,prod,TS7005,32
fc3d795ba50fd2d3bb486c199ca503625d820b45,TypeScript,frontend/src/utils/logout.ts,28,typecheck,Variable 'PRESERVED_KEYS' implicitly has type 'any[]' in some locations where its type cannot be determined.,tsc,HIGH,prod,TS7034,7
35dc23b9eae3db8f86c4bf812feead481c27dae1,TypeScript,frontend/src/utils/logout.ts,73,typecheck,Variable 'PRESERVED_KEYS' implicitly has an 'any[]' type.,tsc,HIGH,prod,TS7005,32
