issue_id,severity,category,rule_id,tool,language,file,line,column,end_line,end_column,message,evidence,suggestion,confidence,target
f49051eeac374ec95d0a8c5f91bfe2df1a052727,BLOCKER,build,TS2551,tsc,TypeScript,frontend/src/components/AdvancedFieldMapping.tsx,165,43,,,Property 'jira_field_name' does not exist on type 'FieldMapping'. Did you mean 'field_name'?,parse/typecheck error,,HIGH,prod
2eaa407a757a1d70054620c35ae704d51436c4cb,BLOCKER,build,TS2339,tsc,TypeScript,frontend/src/components/AdvancedFieldMapping.tsx,168,36,,,Property 'jira_field_id' does not exist on type 'FieldMapping'.,parse/typecheck error,,HIGH,prod
1747b84cc49e668f372d01e51e5bbb2d318ac9eb,BLOCKER,build,TS2339,tsc,TypeScript,frontend/src/components/AdvancedFieldMapping.tsx,172,34,,,Property 'confidence' does not exist on type 'FieldMapping'.,parse/typecheck error,,HIGH,prod
ed5cd1e40d6fdcd4e9b99c7f2b7eb430d33673cd,BLOCKER,build,TS2339,tsc,TypeScript,frontend/src/components/AdvancedFieldMapping.tsx,174,58,,,Property 'confidence' does not exist on type 'FieldMapping'.,parse/typecheck error,,HIGH,prod
1621906cad83fc021cf7509684b3a9e19ad2948e,BLOCKER,build,TS2339,tsc,TypeScript,frontend/src/components/AdvancedFieldMapping.tsx,176,63,,,Property 'confidence' does not exist on type 'FieldMapping'.,parse/typecheck error,,HIGH,prod
290aefeab7fcbcf1d1a41f41741c4c5938587dc6,BLOCKER,build,TS2345,tsc,TypeScript,frontend/src/components/AdvancedFieldMapping.tsx,184,58,,,Argument of type 'number | undefined' is not assignable to parameter of type 'number'.,parse/typecheck error,,HIGH,prod
8f5d3710b10217dbae28a3ff424a8c4e6ff4a375,BLOCKER,build,TS2322,tsc,TypeScript,frontend/src/components/EmptyState.test.tsx,109,9,,,Type '{ icon: Element; title: string; description: string; docsUrl: string; }' is not assignable to type 'IntrinsicAttributes & EmptyStateProps'.,parse/typecheck error,,HIGH,test
c7060aae7094326cd8e4b8d0734d8560d99fa3e3,BLOCKER,build,TS2322,tsc,TypeScript,frontend/src/components/EmptyState.test.tsx,192,9,,,"Type '{ icon: Element; title: string; description: string; primaryAction: { label: string; onClick: Mock<Procedure>; variant: ""contained""; }; secondaryAction: { label: string; onClick: Mock<...>; variant: ""outlined""; }; benefits: string[]; docsUrl: string; }' is not assignable to type 'IntrinsicAttributes & EmptyStateProps'.",parse/typecheck error,,HIGH,test
beed5df51b4f3f9ec0399e6b62b25f5aa6354100,BLOCKER,build,TS2339,tsc,TypeScript,frontend/src/components/OnboardingWizard.tsx,152,24,,,Property 'env' does not exist on type 'ImportMeta'.,parse/typecheck error,,HIGH,prod
411856db5cabc53ad1eeaaefad697e56097a8a01,BLOCKER,build,TS2339,tsc,TypeScript,frontend/src/components/OnboardingWizard.tsx,165,59,,,Property 'env' does not exist on type 'ImportMeta'.,parse/typecheck error,,HIGH,prod
108c41e947a2c301482496578363168d54643a25,BLOCKER,build,TS2339,tsc,TypeScript,frontend/src/components/OnboardingWizard.tsx,195,51,,,Property 'env' does not exist on type 'ImportMeta'.,parse/typecheck error,,HIGH,prod
ee99b384f91bc42ae8e6517aeecd9b2faf606c6c,BLOCKER,build,TS2305,tsc,TypeScript,frontend/src/components/RepositoryStatus/RepositorySyncButton.tsx,16,3,,,"Module '""@mui/icons-material""' has no exported member 'PullRequest'.",parse/typecheck error,,HIGH,prod
5ec18c58c6174d2c48b1d6cf816891c4454ce641,BLOCKER,build,TS2345,tsc,TypeScript,frontend/src/components/SuggestedLinksPanel.tsx,121,32,,,Argument of type '{ projectId: number | undefined; }' is not assignable to parameter of type 'number'.,parse/typecheck error,,HIGH,prod
a9c147fcee168ec41c29f51f2257e6ab72b73536,BLOCKER,build,TS2554,tsc,TypeScript,frontend/src/components/SuggestedLinksPanel.tsx,156,48,,,"Expected 1 arguments, but got 2.",parse/typecheck error,,HIGH,prod
e485a9eb54d497967988167cccc24eaf50d435f0,BLOCKER,build,TS2554,tsc,TypeScript,frontend/src/components/SuggestedLinksPanel.tsx,166,47,,,"Expected 1 arguments, but got 2.",parse/typecheck error,,HIGH,prod
ca4f84632f23316fe287f9a4d57edc793162d26d,BLOCKER,build,TS2353,tsc,TypeScript,frontend/src/components/capacity/CFDVisualization.tsx,154,43,,,"Object literal may only specify known properties, and 'limit' does not exist in type '{ sprintId?: number | undefined; startDate?: string | undefined; endDate?: string | undefined; }'.",parse/typecheck error,,HIGH,prod
313abfebbc0c3c3114643cc6cf56ca16b05401a8,BLOCKER,build,TS2322,tsc,TypeScript,frontend/src/components/capacity/CapacitySettingsPanel.tsx,113,9,,,"Type 'CapacityColor' is not assignable to type 'OverridableStringUnion<""error"" | ""warning"" | ""success"" | ""inherit"" | ""primary"" | ""secondary"" | ""info"", LinearProgressPropsColorOverrides> | undefined'.",parse/typecheck error,,HIGH,prod
c914872ef7fc83688116ebe58728d151597af215,BLOCKER,build,TS2353,tsc,TypeScript,frontend/src/components/capacity/CapacitySettingsPanel.tsx,152,57,,,"Object literal may only specify known properties, and 'sprintWeeks' does not exist in type '{ sprintId?: number | undefined; asOfDate?: string | undefined; }'.",parse/typecheck error,,HIGH,prod
c34ee7b60261a5bc7ab296b883a4dc2aaf307891,BLOCKER,build,TS2769,tsc,TypeScript,frontend/src/components/capacity/CapacitySettingsPanel.tsx,93,9,,,No overload matches this call.,parse/typecheck error,,HIGH,prod
3d24738a014cc0a479c185e079d7a9b8f096f94d,BLOCKER,build,TS2345,tsc,TypeScript,frontend/src/components/capacity/TeamHealthDashboard.tsx,217,37,,,Argument of type '{ limit: number; }' is not assignable to parameter of type 'number'.,parse/typecheck error,,HIGH,prod
0bb421b25f2ea59f30adf608c6d2c1ffb78c30d1,BLOCKER,build,TS2459,tsc,TypeScript,frontend/src/hooks/useParallelLoading.ts,9,24,,,"Module '""../utils/apiOptimization""' declares 'ParallelLoadResult' locally, but it is not exported.",parse/typecheck error,,HIGH,prod
4b18db0503e9f7e79356b34f5460667106ecfd86,BLOCKER,build,TS2339,tsc,TypeScript,frontend/src/pages/Analytics.tsx,191,57,,,Property 'created_date' does not exist on type 'TaskItem'.,parse/typecheck error,,HIGH,prod
